_id,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
65c21d0abf85afd03721ac39,233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.13907436
65c21d0abf85afd03721af73,164.2,0.0,200.1,181.2,12.6,849.3,846.0,28.0,15.091250688
65c21d0abf85afd03721ae61,480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0,54.27555072
65c21d0abf85afd03721ae78,385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.22155168
65c21d0abf85afd03721ae8b,331.0,0.0,0.0,192.0,0.0,879.0,825.0,3.0,13.52062436
65c21d0abf85afd03721af4e,289.0,133.7,0.0,194.9,5.5,924.1,760.1,28.0,46.247292176
65c21d0abf85afd03721ae76,385.0,0.0,0.0,186.0,0.0,966.0,763.0,1.0,6.26733684
65c21d0abf85afd03721ae95,302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0,26.74477404
65c21d0abf85afd03721af80,260.9,100.5,78.3,200.6,8.6,864.5,761.5,28.0,32.401235144
65c21d0abf85afd03721ad50,194.68,0.0,100.52,170.17,7.48,998.0,901.8,100.0,44.27814872
65c21d0abf85afd03721ada3,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7.0,9.617500724
65c21d0abf85afd03721af5b,143.6,0.0,174.9,158.4,17.9,942.7,844.5,28.0,15.42357812
65c21d0abf85afd03721ad04,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.32641204
65c21d0abf85afd03721af17,136.0,196.0,98.0,199.0,6.0,847.0,783.0,28.0,26.96540636
65c21d0abf85afd03721ac8a,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,28.0,33.72916592
65c21d0abf85afd03721ad55,446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0,53.38612668
